Image,MS,BCE_Qscore
11815_AnjelicaHuston_34_f.jpg,0.61,0.52,0.03,0.18,0.42956707
8552_CliffRobertson_37_m.jpg,0.5,0.46,0.54,0.69,0.3901356
8732_RichardAttenborough_32_m.jpg,0.45,0.33,0.06,0.15,0.5848318
13697_NormaShearer_37_f.jpg,0.59,0.41,0.0,0.11,0.54447556
11218_PiaLindstrom_22_f.jpg,0.39,0.31,0.8,0.84,0.44889382
3002_WoodyAllen_75_m.jpg,0.59,0.53,0.2,0.39,0.45160207
7973_GilbertRoland_46_m.jpg,0.6,0.42,0.43,0.6,0.44464508
9944_AliMacGraw_73_f.jpg,0.58,0.55,0.27,0.47,0.40631455
3070_BruceWillis_31_m.jpg,0.54,0.44,0.29,0.46,0.41036692
9738_DorisDay_66_f.jpg,0.58,0.49,0.79,0.91,0.44555488
15516_JeanetteMacDonald_61_f.jpg,0.57,0.51,0.6,0.77,0.34715796
6865_ThomasTerry_58_m.jpg,0.54,0.47,0.03,0.16,0.46986616
2504_DonJohnson_26_m.jpg,0.52,0.39,0.63,0.75,0.40682647
8327_RichardCrenna_48_m.jpg,0.56,0.48,0.38,0.56,0.44060352
13778_RitaHayworth_29_f.jpg,0.52,0.36,0.14,0.27,0.4704356
1897_AlanYoung_89_m.jpg,0.54,0.55,0.65,0.81,0.41910875
7491_PeterMarkRichman_66_m.jpg,0.6,0.55,0.33,0.53,0.4936264
4177_HarrisonFord_68_m.jpg,0.53,0.47,0.0,0.12,0.47130358
16116_SamuelJacksonn_47_m.jpg,0.56,0.48,0.21,0.38,0.4110438
14600_JenniferJones_34_f.jpg,0.55,0.41,0.41,0.57,0.41022015
4185_HarveyKeitel_39_m.jpg,0.57,0.51,0.23,0.41,0.39885983
2684_JohnCleese_47_m.jpg,0.53,0.45,0.19,0.35,0.4170595
11324_TanyaRoberts_54_f.jpg,0.56,0.46,0.35,0.52,0.38375387
16154_SidneyPoitier_34_m.jpg,0.5,0.46,0.31,0.48,0.38735622
12526_AnneBaxter_59_f.jpg,0.5,0.43,0.4,0.56,0.37462604
14983_AnnJillian_32_f.jpg,0.55,0.44,0.04,0.17,0.4326844
14213_GeraldinePage_62_f.jpg,0.51,0.43,0.0,0.11,0.42379823
8123_LeslieNielsen_79_m.jpg,0.59,0.45,0.33,0.51,0.5010397
3177_DerekJacobi_56_m.jpg,0.56,0.49,0.45,0.63,0.5394004
1977_JamesCaan_24_m.jpg,0.49,0.38,0.07,0.18,0.5357886
2122_MelBrooks_78_m.jpg,0.61,0.57,0.45,0.65,0.42945942
1490_GabrielGarciaMarquez_28_m.jpg,0.53,0.4,0.19,0.34,0.44280043
2235_RayLiotta_44_m.jpg,0.63,0.51,0.21,0.4,0.39983085
4891_RomanPolanski_35_m.jpg,0.48,0.42,0.4,0.55,0.4181848
14627_BarbaraStanwyck_17_f.jpg,0.52,0.4,0.53,0.67,0.4800049
342_Onasis_58_m.jpg,0.37,0.26,0.12,0.19,0.5064935
15748_MaryTamm_51_f.jpg,0.59,0.48,0.38,0.56,0.46106312
5561_PatrickStewart_44_m.jpg,0.55,0.48,0.09,0.24,0.38150486
2104_MelBrooks_51_m.jpg,0.51,0.48,0.45,0.62,0.39153066
6166_DanaAndrews_78_m.jpg,0.44,0.44,0.32,0.47,0.42329782
9458_EdwardGRobinson_70_m.jpg,0.54,0.49,0.07,0.22,0.35250753
7094_Garycooper_29_m.jpg,0.53,0.32,0.0,0.08,0.43229052
10902_TippiHedren_77_f.jpg,0.64,0.61,0.42,0.64,0.43602943
8859_CharltonHeaston_27_m.jpg,0.44,0.34,0.19,0.31,0.45454884
4324_MichaelPalin_49_m.jpg,0.44,0.37,0.03,0.12,0.37530681
7096_GladysCooper_9_m.jpg,0.42,0.26,0.33,0.43,0.46651962
15194_CydCharisse_53_f.jpg,0.48,0.46,0.57,0.72,0.42335528
15909_VeraEllen_36_f.jpg,0.59,0.45,0.32,0.5,0.4759806
13416_DanielleDarrieux_35_f.jpg,0.48,0.44,0.33,0.49,0.36898464
6421_JamesCoburn_62_m.jpg,0.56,0.51,0.26,0.44,0.43290415
1535_Bono_30_m.jpg,0.53,0.4,0.33,0.48,0.37675035
12150_FrancescaAnnis_51_f.jpg,0.52,0.44,0.39,0.55,0.44286504
1980_JamesCaan_27_m.jpg,0.44,0.34,0.31,0.44,0.43872133
10297_MarietteHartley_59_f.jpg,0.58,0.5,0.56,0.73,0.4064927
3246_GeneHackman_74_m.jpg,0.67,0.5,0.12,0.3,0.418428
12428_AngieDickinson_62_f.jpg,0.5,0.37,0.68,0.78,0.42893124
15320_EdwigeFenech_53_f.jpg,0.56,0.47,0.3,0.48,0.41812852
760_WEBDuBois_55_m.jpg,0.54,0.39,0.67,0.79,0.41764903
