Image,MS,BCE_Qscore
11815_AnjelicaHuston_34_f.jpg,0.61,0.52,0.03,1,0.18,0.46132025
8552_CliffRobertson_37_m.jpg,0.5,0.46,0.54,0,0.69,0.5565948
8732_RichardAttenborough_32_m.jpg,0.45,0.33,0.06,0,0.15,0.59712094
13697_NormaShearer_37_f.jpg,0.59,0.41,0.0,1,0.11,0.49528158
11218_PiaLindstrom_22_f.jpg,0.39,0.31,0.8,0,0.84,0.29521698
3002_WoodyAllen_75_m.jpg,0.59,0.53,0.2,1,0.39,0.610557
7973_GilbertRoland_46_m.jpg,0.6,0.42,0.43,1,0.6,0.4525967
9944_AliMacGraw_73_f.jpg,0.58,0.55,0.27,1,0.47,0.1828846
3070_BruceWillis_31_m.jpg,0.54,0.44,0.29,1,0.46,0.31405783
9738_DorisDay_66_f.jpg,0.58,0.49,0.79,1,0.91,0.8558564
15516_JeanetteMacDonald_61_f.jpg,0.57,0.51,0.6,1,0.77,0.39218137
6865_ThomasTerry_58_m.jpg,0.54,0.47,0.03,1,0.16,0.89822876
2504_DonJohnson_26_m.jpg,0.52,0.39,0.63,1,0.75,0.17851058
8327_RichardCrenna_48_m.jpg,0.56,0.48,0.38,1,0.56,0.6432109
13778_RitaHayworth_29_f.jpg,0.52,0.36,0.14,1,0.27,0.66373575
1897_AlanYoung_89_m.jpg,0.54,0.55,0.65,1,0.81,0.30539012
7491_PeterMarkRichman_66_m.jpg,0.6,0.55,0.33,1,0.53,0.52858675
4177_HarrisonFord_68_m.jpg,0.53,0.47,0.0,1,0.12,0.33780855
16116_SamuelJacksonn_47_m.jpg,0.56,0.48,0.21,1,0.38,0.5140654
14600_JenniferJones_34_f.jpg,0.55,0.41,0.41,1,0.57,0.8163236
4185_HarveyKeitel_39_m.jpg,0.57,0.51,0.23,1,0.41,0.32762814
2684_JohnCleese_47_m.jpg,0.53,0.45,0.19,1,0.35,0.65057814
11324_TanyaRoberts_54_f.jpg,0.56,0.46,0.35,1,0.52,0.5394189
16154_SidneyPoitier_34_m.jpg,0.5,0.46,0.31,0,0.48,0.13928536
12526_AnneBaxter_59_f.jpg,0.5,0.43,0.4,0,0.56,0.5527241
14983_AnnJillian_32_f.jpg,0.55,0.44,0.04,1,0.17,0.797147
14213_GeraldinePage_62_f.jpg,0.51,0.43,0.0,1,0.11,0.7135802
8123_LeslieNielsen_79_m.jpg,0.59,0.45,0.33,1,0.51,0.1950872
3177_DerekJacobi_56_m.jpg,0.56,0.49,0.45,1,0.63,0.78102046
1977_JamesCaan_24_m.jpg,0.49,0.38,0.07,0,0.18,0.38532686
2122_MelBrooks_78_m.jpg,0.61,0.57,0.45,1,0.65,0.17997535
1490_GabrielGarciaMarquez_28_m.jpg,0.53,0.4,0.19,1,0.34,0.6004594
2235_RayLiotta_44_m.jpg,0.63,0.51,0.21,1,0.4,0.4192968
4891_RomanPolanski_35_m.jpg,0.48,0.42,0.4,0,0.55,0.6980935
14627_BarbaraStanwyck_17_f.jpg,0.52,0.4,0.53,1,0.67,0.72197956
342_Onasis_58_m.jpg,0.37,0.26,0.12,0,0.19,0.21360186
15748_MaryTamm_51_f.jpg,0.59,0.48,0.38,1,0.56,0.7485124
5561_PatrickStewart_44_m.jpg,0.55,0.48,0.09,1,0.24,0.5857993
2104_MelBrooks_51_m.jpg,0.51,0.48,0.45,1,0.62,0.3563259
6166_DanaAndrews_78_m.jpg,0.44,0.44,0.32,0,0.47,0.57970464
9458_EdwardGRobinson_70_m.jpg,0.54,0.49,0.07,1,0.22,0.09440342
7094_Garycooper_29_m.jpg,0.53,0.32,0.0,1,0.08,0.6970091
10902_TippiHedren_77_f.jpg,0.64,0.61,0.42,1,0.64,0.7211133
8859_CharltonHeaston_27_m.jpg,0.44,0.34,0.19,0,0.31,0.46486685
4324_MichaelPalin_49_m.jpg,0.44,0.37,0.03,0,0.12,0.41579384
7096_GladysCooper_9_m.jpg,0.42,0.26,0.33,0,0.43,0.7338367
15194_CydCharisse_53_f.jpg,0.48,0.46,0.57,0,0.72,0.15583925
15909_VeraEllen_36_f.jpg,0.59,0.45,0.32,1,0.5,0.5751843
13416_DanielleDarrieux_35_f.jpg,0.48,0.44,0.33,0,0.49,0.35355127
6421_JamesCoburn_62_m.jpg,0.56,0.51,0.26,1,0.44,0.41797403
1535_Bono_30_m.jpg,0.53,0.4,0.33,1,0.48,0.7102283
12150_FrancescaAnnis_51_f.jpg,0.52,0.44,0.39,1,0.55,0.77704734
1980_JamesCaan_27_m.jpg,0.44,0.34,0.31,0,0.44,0.46045905
10297_MarietteHartley_59_f.jpg,0.58,0.5,0.56,1,0.73,0.20902416
3246_GeneHackman_74_m.jpg,0.67,0.5,0.12,1,0.3,0.56471646
12428_AngieDickinson_62_f.jpg,0.5,0.37,0.68,0,0.78,0.78778136
15320_EdwigeFenech_53_f.jpg,0.56,0.47,0.3,1,0.48,0.7954736
760_WEBDuBois_55_m.jpg,0.54,0.39,0.67,1,0.79,0.7169329
10727_MerylStreep_29_f.jpg,0.62,0.48,0.17,1,0.35,0.77137023
2121_MelBrooks_77_m.jpg,0.55,0.51,0.12,1,0.29,0.29007375
7620_TellySavalas_47_m.jpg,0.6,0.49,0.07,1,0.23,0.19760597
