Image,MS,Qscore
11815_AnjelicaHuston_34_f.jpg,0.61,0.52,0.03,0.18,0.5879302
8552_CliffRobertson_37_m.jpg,0.5,0.46,0.54,0.69,0.5956129
8732_RichardAttenborough_32_m.jpg,0.45,0.33,0.06,0.15,0.43849662
13697_NormaShearer_37_f.jpg,0.59,0.41,0.0,0.11,0.57052314
11218_PiaLindstrom_22_f.jpg,0.39,0.31,0.8,0.84,0.5758517
3002_WoodyAllen_75_m.jpg,0.59,0.53,0.2,0.39,0.5233567
7973_GilbertRoland_46_m.jpg,0.6,0.42,0.43,0.6,0.5094583
9944_AliMacGraw_73_f.jpg,0.58,0.55,0.27,0.47,0.62566406
3070_BruceWillis_31_m.jpg,0.54,0.44,0.29,0.46,0.5902098
9738_DorisDay_66_f.jpg,0.58,0.49,0.79,0.91,0.5192949
15516_JeanetteMacDonald_61_f.jpg,0.57,0.51,0.6,0.77,0.67431545
6865_ThomasTerry_58_m.jpg,0.54,0.47,0.03,0.16,0.5513615
2504_DonJohnson_26_m.jpg,0.52,0.39,0.63,0.75,0.46167064
8327_RichardCrenna_48_m.jpg,0.56,0.48,0.38,0.56,0.54737943
13778_RitaHayworth_29_f.jpg,0.52,0.36,0.14,0.27,0.46397713
1897_AlanYoung_89_m.jpg,0.54,0.55,0.65,0.81,0.57780266
7491_PeterMarkRichman_66_m.jpg,0.6,0.55,0.33,0.53,0.4436793
4177_HarrisonFord_68_m.jpg,0.53,0.47,0.0,0.12,0.5127485
16116_SamuelJacksonn_47_m.jpg,0.56,0.48,0.21,0.38,0.5626089
14600_JenniferJones_34_f.jpg,0.55,0.41,0.41,0.57,0.53872794
4185_HarveyKeitel_39_m.jpg,0.57,0.51,0.23,0.41,0.5142734
2684_JohnCleese_47_m.jpg,0.53,0.45,0.19,0.35,0.63760346
11324_TanyaRoberts_54_f.jpg,0.56,0.46,0.35,0.52,0.5664405
16154_SidneyPoitier_34_m.jpg,0.5,0.46,0.31,0.48,0.52725166
12526_AnneBaxter_59_f.jpg,0.5,0.43,0.4,0.56,0.5753679
14983_AnnJillian_32_f.jpg,0.55,0.44,0.04,0.17,0.51883566
14213_GeraldinePage_62_f.jpg,0.51,0.43,0.0,0.11,0.52522534
8123_LeslieNielsen_79_m.jpg,0.59,0.45,0.33,0.51,0.5883398
3177_DerekJacobi_56_m.jpg,0.56,0.49,0.45,0.63,0.5394749
1977_JamesCaan_24_m.jpg,0.49,0.38,0.07,0.18,0.44848356
2122_MelBrooks_78_m.jpg,0.61,0.57,0.45,0.65,0.5505748
1490_GabrielGarciaMarquez_28_m.jpg,0.53,0.4,0.19,0.34,0.5711711
2235_RayLiotta_44_m.jpg,0.63,0.51,0.21,0.4,0.5892566
4891_RomanPolanski_35_m.jpg,0.48,0.42,0.4,0.55,0.56318235
14627_BarbaraStanwyck_17_f.jpg,0.52,0.4,0.53,0.67,0.5586505
342_Onasis_58_m.jpg,0.37,0.26,0.12,0.19,0.5571572
