Image,MS,BCE_Qscore
11815_AnjelicaHuston_34_f.jpg,0.61,0.52,0.03,1,0.18,-0.07782346
8552_CliffRobertson_37_m.jpg,0.5,0.46,0.54,0,0.69,-0.118760966
8732_RichardAttenborough_32_m.jpg,0.45,0.33,0.06,0,0.15,0.41489905
13697_NormaShearer_37_f.jpg,0.59,0.41,0.0,1,0.11,0.120094076
11218_PiaLindstrom_22_f.jpg,0.39,0.31,0.8,0,0.84,0.14774299
3002_WoodyAllen_75_m.jpg,0.59,0.53,0.2,1,0.39,-0.030506633
7973_GilbertRoland_46_m.jpg,0.6,0.42,0.43,1,0.6,-0.24047373
9944_AliMacGraw_73_f.jpg,0.58,0.55,0.27,1,0.47,-0.0707003
3070_BruceWillis_31_m.jpg,0.54,0.44,0.29,1,0.46,-0.2013977
9738_DorisDay_66_f.jpg,0.58,0.49,0.79,1,0.91,-0.006956152
15516_JeanetteMacDonald_61_f.jpg,0.57,0.51,0.6,1,0.77,-0.08444668
6865_ThomasTerry_58_m.jpg,0.54,0.47,0.03,1,0.16,-0.306956
2504_DonJohnson_26_m.jpg,0.52,0.39,0.63,1,0.75,0.021216456
8327_RichardCrenna_48_m.jpg,0.56,0.48,0.38,1,0.56,-0.11200643
13778_RitaHayworth_29_f.jpg,0.52,0.36,0.14,1,0.27,-0.17399725
1897_AlanYoung_89_m.jpg,0.54,0.55,0.65,1,0.81,0.09410248
7491_PeterMarkRichman_66_m.jpg,0.6,0.55,0.33,1,0.53,0.009710662
4177_HarrisonFord_68_m.jpg,0.53,0.47,0.0,1,0.12,-0.11792707
16116_SamuelJacksonn_47_m.jpg,0.56,0.48,0.21,1,0.38,0.15274431
14600_JenniferJones_34_f.jpg,0.55,0.41,0.41,1,0.57,-0.05531664
4185_HarveyKeitel_39_m.jpg,0.57,0.51,0.23,1,0.41,-0.073020145
2684_JohnCleese_47_m.jpg,0.53,0.45,0.19,1,0.35,-0.3561535
11324_TanyaRoberts_54_f.jpg,0.56,0.46,0.35,1,0.52,-0.20567386
16154_SidneyPoitier_34_m.jpg,0.5,0.46,0.31,0,0.48,0.16568752
12526_AnneBaxter_59_f.jpg,0.5,0.43,0.4,0,0.56,-0.31336895
14983_AnnJillian_32_f.jpg,0.55,0.44,0.04,1,0.17,-0.017440591
14213_GeraldinePage_62_f.jpg,0.51,0.43,0.0,1,0.11,-0.14613846
8123_LeslieNielsen_79_m.jpg,0.59,0.45,0.33,1,0.51,-0.1247148
3177_DerekJacobi_56_m.jpg,0.56,0.49,0.45,1,0.63,-0.033190615
1977_JamesCaan_24_m.jpg,0.49,0.38,0.07,0,0.18,-0.15766639
2122_MelBrooks_78_m.jpg,0.61,0.57,0.45,1,0.65,-0.04722229
1490_GabrielGarciaMarquez_28_m.jpg,0.53,0.4,0.19,1,0.34,-0.36034325
2235_RayLiotta_44_m.jpg,0.63,0.51,0.21,1,0.4,-0.061131272
4891_RomanPolanski_35_m.jpg,0.48,0.42,0.4,0,0.55,-0.2086482
14627_BarbaraStanwyck_17_f.jpg,0.52,0.4,0.53,1,0.67,-0.060619015
342_Onasis_58_m.jpg,0.37,0.26,0.12,0,0.19,-0.20459741
15748_MaryTamm_51_f.jpg,0.59,0.48,0.38,1,0.56,0.060842685
5561_PatrickStewart_44_m.jpg,0.55,0.48,0.09,1,0.24,-0.27597797
2104_MelBrooks_51_m.jpg,0.51,0.48,0.45,1,0.62,-0.18792588
6166_DanaAndrews_78_m.jpg,0.44,0.44,0.32,0,0.47,-0.16586426
9458_EdwardGRobinson_70_m.jpg,0.54,0.49,0.07,1,0.22,-0.07767322
7094_Garycooper_29_m.jpg,0.53,0.32,0.0,1,0.08,-0.2759948
10902_TippiHedren_77_f.jpg,0.64,0.61,0.42,1,0.64,-0.07395088
8859_CharltonHeaston_27_m.jpg,0.44,0.34,0.19,0,0.31,0.3785331
4324_MichaelPalin_49_m.jpg,0.44,0.37,0.03,0,0.12,0.12006748
7096_GladysCooper_9_m.jpg,0.42,0.26,0.33,0,0.43,0.0768452
15194_CydCharisse_53_f.jpg,0.48,0.46,0.57,0,0.72,-0.27139965
15909_VeraEllen_36_f.jpg,0.59,0.45,0.32,1,0.5,-0.04558259
13416_DanielleDarrieux_35_f.jpg,0.48,0.44,0.33,0,0.49,-0.292067
6421_JamesCoburn_62_m.jpg,0.56,0.51,0.26,1,0.44,-0.20820417
1535_Bono_30_m.jpg,0.53,0.4,0.33,1,0.48,-0.028937811
12150_FrancescaAnnis_51_f.jpg,0.52,0.44,0.39,1,0.55,-0.0554788
1980_JamesCaan_27_m.jpg,0.44,0.34,0.31,0,0.44,-0.14231294
10297_MarietteHartley_59_f.jpg,0.58,0.5,0.56,1,0.73,-0.12551975
3246_GeneHackman_74_m.jpg,0.67,0.5,0.12,1,0.3,-0.15610117
12428_AngieDickinson_62_f.jpg,0.5,0.37,0.68,0,0.78,-0.18801434
15320_EdwigeFenech_53_f.jpg,0.56,0.47,0.3,1,0.48,0.04568488
760_WEBDuBois_55_m.jpg,0.54,0.39,0.67,1,0.79,-0.16564101
10727_MerylStreep_29_f.jpg,0.62,0.48,0.17,1,0.35,-0.021180293
2121_MelBrooks_77_m.jpg,0.55,0.51,0.12,1,0.29,0.112704374
7620_TellySavalas_47_m.jpg,0.6,0.49,0.07,1,0.23,-0.02930645
5218_ClintEastwood_70_m.jpg,0.59,0.48,0.31,1,0.49,0.2533734
6724_RexHarrison_69_m.jpg,0.43,0.34,0.25,0,0.37,0.20236455
4186_HarveyKeitel_39_m.jpg,0.48,0.43,0.03,0,0.14,-0.43314895
10013_GoldieHawn_44_f.jpg,0.64,0.53,0.12,1,0.3,0.10452378
